
Circuit: Filtros conjunto 

Doing analysis at TEMP = 27.000000 and TNOM = 27.000000


No. of Data Rows : 501
                               Filtros conjunto 
                               AC Analysis  Tue Jul  7 20:43:37  2015
--------------------------------------------------------------------------------
Index   frequency       vm(out)         
--------------------------------------------------------------------------------
0	1.000000e-02	6.816233e+00	
1	1.023293e-02	6.974765e+00	
2	1.047129e-02	7.136973e+00	
3	1.071519e-02	7.302941e+00	
4	1.096478e-02	7.472755e+00	
5	1.122018e-02	7.646503e+00	
6	1.148154e-02	7.824276e+00	
7	1.174898e-02	8.006166e+00	
8	1.202264e-02	8.192268e+00	
9	1.230269e-02	8.382676e+00	
10	1.258925e-02	8.577490e+00	
11	1.288250e-02	8.776810e+00	
12	1.318257e-02	8.980739e+00	
13	1.348963e-02	9.189382e+00	
14	1.380384e-02	9.402846e+00	
15	1.412538e-02	9.621240e+00	
16	1.445440e-02	9.844677e+00	
17	1.479108e-02	1.007327e+01	
18	1.513561e-02	1.030714e+01	
19	1.548817e-02	1.054640e+01	
20	1.584893e-02	1.079117e+01	
21	1.621810e-02	1.104158e+01	
22	1.659587e-02	1.129776e+01	
23	1.698244e-02	1.155983e+01	
24	1.737801e-02	1.182793e+01	
25	1.778279e-02	1.210219e+01	
26	1.819701e-02	1.238276e+01	
27	1.862087e-02	1.266976e+01	
28	1.905461e-02	1.296334e+01	
29	1.949845e-02	1.326366e+01	
30	1.995262e-02	1.357085e+01	
31	2.041738e-02	1.388507e+01	
32	2.089296e-02	1.420648e+01	
33	2.137962e-02	1.453524e+01	
34	2.187762e-02	1.487149e+01	
35	2.238721e-02	1.521542e+01	
36	2.290868e-02	1.556718e+01	
37	2.344229e-02	1.592694e+01	
38	2.398833e-02	1.629489e+01	
39	2.454709e-02	1.667119e+01	
40	2.511886e-02	1.705602e+01	
41	2.570396e-02	1.744957e+01	
42	2.630268e-02	1.785202e+01	
43	2.691535e-02	1.826356e+01	
44	2.754229e-02	1.868439e+01	
45	2.818383e-02	1.911469e+01	
46	2.884032e-02	1.955467e+01	
47	2.951209e-02	2.000453e+01	
48	3.019952e-02	2.046447e+01	
49	3.090295e-02	2.093470e+01	
50	3.162278e-02	2.141542e+01	
51	3.235937e-02	2.190686e+01	
52	3.311311e-02	2.240922e+01	
53	3.388442e-02	2.292273e+01	
54	3.467369e-02	2.344760e+01	

Index   frequency       vm(out)         
--------------------------------------------------------------------------------
55	3.548134e-02	2.398406e+01	
56	3.630781e-02	2.453234e+01	
57	3.715352e-02	2.509265e+01	
58	3.801894e-02	2.566525e+01	
59	3.890451e-02	2.625034e+01	
60	3.981072e-02	2.684818e+01	
61	4.073803e-02	2.745899e+01	
62	4.168694e-02	2.808301e+01	
63	4.265795e-02	2.872048e+01	
64	4.365158e-02	2.937164e+01	
65	4.466836e-02	3.003672e+01	
66	4.570882e-02	3.071598e+01	
67	4.677351e-02	3.140964e+01	
68	4.786301e-02	3.211795e+01	
69	4.897788e-02	3.284115e+01	
70	5.011872e-02	3.357947e+01	
71	5.128614e-02	3.433315e+01	
72	5.248075e-02	3.510243e+01	
73	5.370318e-02	3.588754e+01	
74	5.495409e-02	3.668871e+01	
75	5.623413e-02	3.750615e+01	
76	5.754399e-02	3.834011e+01	
77	5.888437e-02	3.919078e+01	
78	6.025596e-02	4.005839e+01	
79	6.165950e-02	4.094314e+01	
80	6.309573e-02	4.184523e+01	
81	6.456542e-02	4.276485e+01	
82	6.606934e-02	4.370218e+01	
83	6.760830e-02	4.465741e+01	
84	6.918310e-02	4.563068e+01	
85	7.079458e-02	4.662216e+01	
86	7.244360e-02	4.763198e+01	
87	7.413102e-02	4.866028e+01	
88	7.585776e-02	4.970717e+01	
89	7.762471e-02	5.077274e+01	
90	7.943282e-02	5.185709e+01	
91	8.128305e-02	5.296027e+01	
92	8.317638e-02	5.408234e+01	
93	8.511380e-02	5.522332e+01	
94	8.709636e-02	5.638321e+01	
95	8.912509e-02	5.756201e+01	
96	9.120108e-02	5.875967e+01	
97	9.332543e-02	5.997613e+01	
98	9.549926e-02	6.121130e+01	
99	9.772372e-02	6.246506e+01	
100	1.000000e-01	6.373726e+01	
101	1.023293e-01	6.502774e+01	
102	1.047129e-01	6.633628e+01	
103	1.071519e-01	6.766264e+01	
104	1.096478e-01	6.900655e+01	
105	1.122018e-01	7.036771e+01	
106	1.148154e-01	7.174577e+01	
107	1.174898e-01	7.314034e+01	
108	1.202264e-01	7.455102e+01	
109	1.230269e-01	7.597735e+01	
110	1.258925e-01	7.741883e+01	
111	1.288250e-01	7.887494e+01	
112	1.318257e-01	8.034508e+01	

Index   frequency       vm(out)         
--------------------------------------------------------------------------------
113	1.348963e-01	8.182866e+01	
114	1.380384e-01	8.332502e+01	
